RaceTitle,CandidateName,Adair,Andrew,Atchison,Audrain,Barry,Barton,Bates,Benton,Bollinger,Boone,Buchanan,Butler,Caldwell,Callaway,Camden,Cape Girardeau,Carroll,Carter,Cass,Cedar,Chariton,Christian,Clark,Clay,Clinton,Cole,Cooper,Crawford,Dade,Dallas,Daviess,De Kalb,Dent,Douglas,Dunklin,Franklin,Gasconade,Gentry,Greene,Grundy,Harrison,Henry,Hickory,Holt,Howard,Howell,Iron,Jackson,Jasper,Jefferson,Johnson,Kansas City,Knox,Laclede,Lafayette,Lawrence,Lewis,Lincoln,Linn,Livingston,Macon,Madison,Maries,Marion,McDonald,Mercer,Miller,Mississippi,Moniteau,Monroe,Montgomery,Morgan,New Madrid,Newton,Nodaway,Oregon,Osage,Ozark,Pemiscot,Perry,Pettis,Phelps,Pike,Platte,Polk,Pulaski,Putnam,Ralls,Randolph,Ray,Reynolds,Ripley,Saline,Schuyler,Scotland,Scott,Shannon,Shelby,St. Charles,St. Clair,St. Francois,St. Louis City,St. Louis County,Ste. Genevieve,Stoddard,Stone,Sullivan,Taney,Texas,Vernon,Warren,Washington,Wayne,Webster,Worth,Wright,
Circuit Judge - Circuit 5 Division 3 ,Patrick K. Robb - DEM , ,6563 , , , , , , , , ,29305 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 5 Division 4 ,Daniel F. Kellogg - DEM , ,6575 , , , , , , , , ,29806 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 8 ,David H. Miller - REP , , , , , , , , , , , , , , , , ,3684 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8509 , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 9 ,Terry A. Tschannen - DEM , , , , , , , , , , , , , , , , , , , , ,2798 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4490 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1846 , , , , , , , , , ,
Circuit Judge - Circuit 10 ,Rachel Bringer Shepherd - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10477 , , , , , ,3267 , , , , , , , , , , , , , , , , , ,4381 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 11 Division 3 ,Jack Banas - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,142789 , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 11 Division 4 ,Rick Zerr - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,140586 , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 11 Division 5 ,Jon A. Cunningham - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,139651 , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 11 Division 7 ,Daniel Pelikan - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,140045 , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 12 ,Wesley Dalton - REP , , , ,7651 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4287 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12093 , , , , , ,
Circuit Judge - Circuit 13 Division 1 ,Christine Carpenter - DEM , , , , , , , , , ,53532 , , , ,13063 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 13 Division 3 ,Kevin Crane - REP , , , , , , , , , ,50121 , , , ,14768 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 14 ,Scott A. Hayes - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3896 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8325 , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 15 ,Dennis A. Rolf - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12867 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7618 , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 17 Division 1 ,Chase Higinbotham - DEM , , , , , , , , , , , , , , , , , , ,15814 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7996 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 17 Division 1 ,William (Bill) Collins - REP , , , , , , , , , , , , , , , , , , ,30989 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11750 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 18 ,Robert L. Koffman - REP , , , , , , , , , , , , , , , , , , , , , , , , , , ,6326 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13887 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 19 Division 1 ,Jon Beetem - REP , , , , , , , , , , , , , , , , , , , , , , , , , ,30736 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 20 Division 1 ,Gael D. Wood - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39123 ,5975 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5609 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 23 Division 1 ,Robert G. (Bob) Wilkins - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47991 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 23 Division 1 ,Stan Schnaare - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,42619 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 23 Division 4 ,Mark T. Stoll - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,70673 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 23 Division 5 ,Lisa Page - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,69076 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 23 Division 6 ,Troy Cardona - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,68897 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 24 Division 1 ,Sandy Martinez - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3786 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17572 , , ,6089 , , , , , , , ,3744 , , , , ,
Circuit Judge - Circuit 24 Division 2 ,Kenneth W. Pratte - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3817 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17577 , , ,6057 , , , , , , , ,6706 , , , , ,
Circuit Judge - Circuit 25 Division 1 ,Colin Long - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1725 , , , , , , , , , , , , , , , , , , ,5939 , , , ,7240 , , , , , , , , , , , , , , , , , , , , , , ,3999 , , , , , , , ,
Circuit Judge - Circuit 25 Division 1 ,Bill Hickle - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2627 , , , , , , , , , , , , , , , , , , ,11717 , , , ,5279 , , , , , , , , , , , , , , , , , , , , , , ,6300 , , , , , , , ,
Circuit Judge - Circuit 26 Division 1 ,Stan Moore - REP , , , , , , , , , , , , , , ,17549 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13315 , , , , , , , , , , , , ,8934 , ,5147 , , ,6520 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 27 ,James K. Journey - DEM , , , , , , ,5883 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8366 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3538 , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 28 ,James R. Bickel - REP , , , , , ,4986 , , , , , , , , , , , , , ,4950 , , , , , , , , ,3256 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7422 , , , , , , ,
Circuit Judge - Circuit 29 Division 1 ,Gayle L. Crane - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,38921 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 29 Division 3 ,David Boyce Mouton - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,39031 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 30 ,Emily A. Prestidge - DEM , , , , , , , ,3070 , , , , , , , , , , , , , , , , , , , , , ,2077 , , , , , , , , , , , , ,1321 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3442 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4433 , , ,
Circuit Judge - Circuit 30 ,Michael O. Hendrickson - REP , , , , , , , ,5663 , , , , , , , , , , , , , , , , , , , , , ,4937 , , , , , , , , , , , , ,3238 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9103 , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10316 , , ,
Circuit Judge - Circuit 32 Division 2 ,Ben Lewis - REP , , , , , , , , ,4319 , , , , , , ,29849 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6205 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 33 ,David Dolan - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3831 , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13926 , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 34 ,Fred W. Copeland - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5848 , , , , , ,5092 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 35 ,Steve Mitchell - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4951 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4595 , , , , , , , , , , , ,
Circuit Judge - Circuit 35 ,Robert (Rob) Mayer - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5391 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8158 , , , , , , , , , , , ,
Circuit Judge - Circuit 37 ,David Paul Evans - REP , , , , , , , , , , , , , , , , , ,2199 , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14292 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3449 , , , , , , , , , , , , , , , , , , , , ,2750 , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 38 ,Mark Orr - REP , , , , , , , , , , , , , , , , , , , , , ,32348 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18254 , , , , , , , , ,
Circuit Judge - Circuit 39 ,Jack Goodman - REP , , , , ,11783 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13891 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13436 , , , , , , , , , , ,
Circuit Judge - Circuit 40 ,Timothy W. Perigo - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6653 , , , , , , , , ,22011 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 41 ,Frederick (Rick) P. Tucker - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3793 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1599 , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 41 ,Philip Prewitt - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3240 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1593 , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 42 Division 1 ,Sid Pearson - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6691 , , , , ,4387 , , , , , , , , , , , , , ,3044 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2284 , , , , , , , , , , , , , , , , , , , , , ,3714 , , , ,
Circuit Judge - Circuit 43 Division 1 ,Tom Chapman - REP , , , , , , , , , , , , ,3524 , , , , , , , , , , , ,8027 , , , , , ,2937 ,3645 , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5198 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 43 Division 2 ,Brent Elliott - DEM , , , , , , , , , , , , ,3099 , , , , , , , , , , , ,7459 , , , , , ,2680 ,3503 , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4613 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 44 ,Craig Carter - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5750 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3615 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6829 ,
Circuit Judge - Circuit 45 ,Ben Burkemper - DEM , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11084 , , , , , , , , , , , , , , , , , , , , , , , , ,3486 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Circuit Judge - Circuit 45 ,Chris Kunza Mennemeyer - REP , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11091 , , , , , , , , , , , , , , , , , , , , , , , , ,3710 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nonpartisan Judges - Missouri Supreme Court ,George W. Draper III-Yes Votes ,5557 ,5226 ,1682 ,5957 ,8465 ,3313 ,4430 ,5576 ,2965 ,41963 ,24050 ,9870 ,2352 ,10900 ,13116 ,21931 ,2642 ,1373 ,29715 ,3506 ,2237 ,24733 ,1824 ,63006 ,5921 ,22283 ,4695 ,5077 ,2395 ,4541 ,2035 ,2677 ,3429 ,3631 ,6404 ,26208 ,3826 ,1831 ,83222 ,2625 ,2204 ,5743 ,2773 ,1384 ,2968 ,10433 ,2331 ,100249 ,28559 ,52961 ,13437 ,88879 ,1091 ,9441 ,9680 ,10295 ,2752 ,12274 ,3218 ,3446 ,4164 ,2735 ,2533 ,7911 ,4422 ,840 ,6351 ,2844 ,3595 ,2452 ,2994 ,4987 ,4494 ,15056 ,5622 ,2536 ,3563 ,2474 ,3316 ,4584 ,10589 ,11051 ,4438 ,28077 ,8148 ,8231 ,1294 ,3154 ,6191 ,6173 ,1808 ,3050 ,6035 ,973 ,1059 ,10703 ,2081 ,1830 ,105235 ,2646 ,12728 ,90286 ,291853 ,4285 ,7400 ,9925 ,1485 ,12837 ,6267 ,5023 ,7910 ,4507 ,2996 ,9956 ,589 ,4237 ,
Nonpartisan Judges - Missouri Supreme Court ,George W. Draper III-No Votes ,2361 ,1914 ,637 ,2495 ,3270 ,1655 ,2315 ,2593 ,1660 ,13727 ,6920 ,4665 ,1305 ,4484 ,5961 ,8991 ,989 ,921 ,13495 ,1601 ,1037 ,8109 ,937 ,29393 ,2725 ,9372 ,1715 ,3044 ,960 ,1973 ,1010 ,1192 ,2237 ,1836 ,2680 ,14192 ,2128 ,781 ,24323 ,1282 ,907 ,2962 ,1308 ,593 ,1220 ,3816 ,1140 ,46951 ,10011 ,29972 ,5072 ,27173 ,467 ,4244 ,4102 ,3637 ,861 ,7370 ,1592 ,1404 ,2006 ,1522 ,1313 ,2531 ,2200 ,528 ,2810 ,1266 ,1784 ,991 ,1541 ,2435 ,1794 ,6426 ,2086 ,1050 ,2541 ,1224 ,1410 ,1927 ,4363 ,4312 ,1909 ,11804 ,3190 ,2951 ,661 ,1220 ,2676 ,2850 ,850 ,1403 ,2032 ,642 ,508 ,4064 ,1037 ,928 ,47231 ,1491 ,6605 ,30019 ,144386 ,2313 ,4147 ,3934 ,837 ,5659 ,2863 ,2311 ,4235 ,2842 ,1647 ,3579 ,345 ,2225 ,
Nonpartisan Judges - Court of Appeals - Eastern District      ,Gary M. Gaertner  Jr.-Yes Votes , , , ,5840 , , , , , , , , , , , ,21371 , , , , , , ,1822 , , , , , , , , , , , , ,26166 ,3872 , , , , , , , , , , , , ,53038 , , ,1038 , , , ,2688 ,12282 , , , ,2704 , ,7851 , , , , , ,2433 ,2984 , , , , , ,3539 , , ,4513 , , ,4407 , , , , ,3088 , , , , , , ,1063 , , ,1824 ,104586 , ,12616 ,88577 ,291595 ,4249 , , , , , , ,7987 ,4429 , , , , ,
Nonpartisan Judges - Court of Appeals - Eastern District      ,Gary M. Gaertner  Jr.-No Votes , , , ,2463 , , , , , , , , , , , ,8752 , , , , , , ,924 , , , , , , , , , , , , ,13888 ,2035 , , , , , , , , , , , , ,29219 , , ,478 , , , ,893 ,7172 , , , ,1465 , ,2500 , , , , , ,965 ,1504 , , , , , ,2524 , , ,1754 , , ,1884 , , , , ,1160 , , , , , , ,491 , , ,905 ,46314 , ,6488 ,30822 ,140389 ,2245 , , , , , , ,4091 ,2871 , , , , ,
Nonpartisan Judges - Court of Appeals - Eastern District       ,Sherri B. Sullivan-Yes Votes , , , ,5823 , , , , , , , , , , , ,21268 , , , , , , ,1818 , , , , , , , , , , , , ,25826 ,3870 , , , , , , , , , , , , ,53446 , , ,1025 , , , ,2690 ,12486 , , , ,2692 , ,7930 , , , , , ,2415 ,3064 , , , , , ,3533 , , ,4448 , , ,4391 , , , , ,3069 , , , , , , ,1057 , , ,1787 ,105276 , ,12474 ,91241 ,294055 ,4212 , , , , , , ,7896 ,4465 , , , , ,
Nonpartisan Judges - Court of Appeals - Eastern District       ,Sherri B. Sullivan-No Votes , , , ,2395 , , , , , , , , , , , ,8588 , , , , , , ,911 , , , , , , , , , , , , ,13580 ,2031 , , , , , , , , , , , , ,28370 , , ,461 , , , ,845 ,6931 , , , ,1443 , ,2430 , , , , , ,927 ,1419 , , , , , ,2476 , , ,1730 , , ,1849 , , , , ,1154 , , , , , , ,479 , , ,902 ,45187 , ,6325 ,27502 ,134870 ,2206 , , , , , , ,4120 ,2768 , , , , ,
Nonpartisan Judges - Court of Appeals - Eastern District         ,Robert Clayton-Yes Votes , , , ,5749 , , , , , , , , , , , ,20946 , , , , , , ,1824 , , , , , , , , , , , , ,25469 ,3812 , , , , , , , , , , , , ,51801 , , ,1067 , , , ,2776 ,12136 , , , ,2639 , ,8899 , , , , , ,2592 ,2945 , , , , , ,3490 , , ,4372 , , ,4490 , , , , ,3452 , , , , , , ,1084 , , ,1930 ,102651 , ,12328 ,87068 ,282660 ,4190 , , , , , , ,7737 ,4440 , , , , ,
Nonpartisan Judges - Court of Appeals - Eastern District         ,Robert Clayton-No Votes , , , ,2410 , , , , , , , , , , , ,8699 , , , , , , ,891 , , , , , , , , , , , , ,14058 ,2063 , , , , , , , , , , , , ,29540 , , ,438 , , , ,826 ,7228 , , , ,1461 , ,2092 , , , , , ,882 ,1476 , , , , , ,2466 , , ,1748 , , ,1822 , , , , ,1007 , , , , , , ,462 , , ,837 ,47183 , ,6508 ,30291 ,143061 ,2227 , , , , , , ,4241 ,2840 , , , , ,
Nonpartisan Judges - Court of Appeals - Eastern District           ,Lawrence E. Mooney-Yes Votes , , , ,5650 , , , , , , , , , , , ,20814 , , , , , , ,1750 , , , , , , , , , , , , ,25334 ,3764 , , , , , , , , , , , , ,51678 , , ,1021 , , , ,2665 ,12025 , , , ,2672 , ,7816 , , , , , ,2360 ,2938 , , , , , ,3468 , , ,4339 , , ,4325 , , , , ,3026 , , , , , , ,1058 , , ,1777 ,102282 , ,12254 ,85622 ,279417 ,4146 , , , , , , ,7614 ,4366 , , , , ,
Nonpartisan Judges - Court of Appeals - Eastern District           ,Lawrence E. Mooney-No Votes , , , ,2532 , , , , , , , , , , , ,8965 , , , , , , ,983 , , , , , , , , , , , , ,14480 ,2124 , , , , , , , , , , , , ,30133 , , ,481 , , , ,892 ,7367 , , , ,1462 , ,2448 , , , , , ,998 ,1529 , , , , , ,2541 , , ,1823 , , ,1919 , , , , ,1195 , , , , , , ,496 , , ,947 ,47819 , ,6679 ,29494 ,144457 ,2290 , , , , , , ,4304 ,2936 , , , , ,
Nonpartisan Judges - Court of Appeals - Southern District        ,William Francis-Yes Votes , , , , ,8518 ,3375 , , ,2994 , , ,9928 , , ,13106 , , ,1380 , ,3495 , ,25037 , , , , , ,5136 ,2445 ,4614 , , ,3445 ,3653 ,6441 , , , ,83337 , , , ,2767 , , ,10604 ,2401 , ,28797 , , , , ,9560 , ,10361 , , , , , , ,2526 , ,4440 , , ,2805 , , , , ,4450 ,15295 , ,2603 , ,2516 ,3316 , , ,11064 , , ,8300 ,8276 , , , , ,1835 ,3071 , , , ,10779 ,2095 , , ,2639 , , , , ,7528 ,10137 , ,12989 ,6352 , , , ,3036 ,10134 , ,4276 ,
Nonpartisan Judges - Court of Appeals - Southern District        ,William Francis-No Votes , , , , ,3134 ,1579 , , ,1561 , , ,4549 , , ,5863 , , ,910 , ,1577 , ,7701 , , , , , ,2984 ,892 ,1885 , , ,2190 ,1775 ,2623 , , , ,23794 , , , ,1278 , , ,3626 ,1061 , ,9754 , , , , ,4100 , ,3529 , , , , , , ,1315 , ,2159 , , ,1230 , , , , ,1758 ,6176 , ,1005 , ,1155 ,1413 , , ,4281 , , ,3028 ,2941 , , , , ,816 ,1347 , , , ,3920 ,1020 , , ,1463 , , , , ,3922 ,3652 , ,5421 ,2810 , , , ,1604 ,3363 , ,2191 ,
Nonpartisan Judges - Court of Appeals - Western District      ,Cynthia Lynette Martin-Yes Votes ,5512 ,5263 ,1675 , , , ,4455 ,5704 , ,41487 ,24406 , ,2413 ,10944 , , ,2653 , ,30194 , ,2257 , , ,63965 ,6024 ,22423 ,4711 , , , ,2046 ,2733 , , , , , ,1846 , ,2611 ,2208 ,5808 , ,1369 ,2963 , , ,99906 , , ,13657 ,91086 , , ,9696 , , , ,3269 ,3470 ,4174 , , , , ,872 ,6379 , ,3655 , , ,5088 , , ,5626 , , , , , ,10823 , , ,28587 , , ,1303 , ,6446 ,6261 , , ,6120 ,981 , , , , , , , , , , , , ,1469 , , ,5059 , , , , ,613 , ,
Nonpartisan Judges - Court of Appeals - Western District      ,Cynthia Lynette Martin-No Votes ,2349 ,1820 ,612 , , , ,2281 ,2452 , ,12434 ,6347 , ,1228 ,4383 , , ,965 , ,12814 , ,986 , , ,28051 ,2579 ,9025 ,1687 , , , ,961 ,1126 , , , , , ,749 , ,1223 ,861 ,2827 , ,593 ,1185 , , ,44941 , , ,4765 ,24954 , , ,4051 , , , ,1516 ,1369 ,1965 , , , , ,494 ,2719 , ,1698 , , ,2278 , , ,2038 , , , , , ,4054 , , ,11180 , , ,628 , ,2368 ,2704 , , ,1898 ,623 , , , , , , , , , , , , ,797 , , ,2226 , , , , ,322 , ,
Nonpartisan Judges - Court of Appeals - Western District        ,Thomas H. Newton-Yes Votes ,5409 ,5199 ,1642 , , , ,4349 ,5541 , ,39953 ,23846 , ,2356 ,10762 , , ,2630 , ,29411 , ,2208 , , ,62277 ,5846 ,22180 ,4617 , , , ,1988 ,2698 , , , , , ,1794 , ,2578 ,2157 ,5661 , ,1353 ,2937 , , ,91843 , , ,13374 ,87284 , , ,9591 , , , ,3193 ,3401 ,4147 , , , , ,844 ,6242 , ,3584 , , ,4941 , , ,5529 , , , , , ,10605 , , ,27754 , , ,1286 , ,6311 ,6147 , , ,6026 ,954 , , , , , , , , , , , , ,1429 , , ,4999 , , , , ,595 , ,
